Year,Month,Brand,Quantity,Pct
2012,January,Bentley,1,0
2012,January,Cadillac,1,0
2012,January,Chevrolet,1,0
2012,January,Ferrari,1,0
2012,January,Jaguar,1,0
2012,January,Saab,1,0
2012,Februray,Toyota,1465,13.4
2012,Februray,Volkswagen,1340,12.3
2012,Februray,Ford,862,7.9
2012,Februray,Volvo,800,7.3
2012,Februray,Audi,641,5.9
2012,Februray,Nissan,614,5.6
2012,Februray,BMW,598,5.5
2012,Februray,Skoda,543,5
2012,Februray,Peugeot,527,4.8
2012,Februray,Hyundai,485,4.4
2012,Februray,Mercedes-Benz,429,3.9
2012,Februray,Kia,424,3.9
2012,Februray,Mitsubishi,369,3.4
2012,Februray,Citroen,331,3
2012,Februray,Opel,321,2.9
2012,Februray,Subaru,312,2.9
2012,Februray,Suzuki,171,1.6
2012,Februray,Honda,145,1.3
2012,Februray,Mazda,144,1.3
2012,Februray,Land Rover,100,0.9
2012,Februray,MINI,77,0.7
2012,Februray,Renault,60,0.5
2012,Februray,Fiat,46,0.4
2012,Februray,Lexus,33,0.3
2012,Februray,Alfa Romeo,27,0.2
2012,Februray,Jeep,21,0.2
2012,Februray,Porsche,20,0.2
2012,Februray,Ssangyong,3,0
2012,Februray,Smart,3,0
2012,Februray,Jaguar,3,0
2012,Februray,Chevrolet,2,0
2012,Februray,Saab,2,0
2012,Februray,Bentley,1,0
2012,Februray,Cadillac,1,0
2012,Februray,Ferrari,1,0
2012,Februray,Dacia,1,0
2012,Februray,Martin Motors,1,0
2012,Februray,Nilsson,1,0
2012,Februray,Think,1,0
2012,March,Toyota,1834,14.1
2012,March,Volkswagen,1701,13
2012,March,Ford,1255,9.6
2012,March,Volvo,1127,8.6
2012,March,Audi,747,5.7
2012,March,BMW,672,5.1
2012,March,Nissan,669,5.1
2012,March,Hyundai,602,4.6
2012,March,Skoda,531,4.1
2012,March,Mercedes-Benz,518,4
2012,March,Peugeot,484,3.7
2012,March,Mitsubishi,437,3.3
2012,March,Kia,411,3.1
2012,March,Opel,376,2.9
2012,March,Subaru,315,2.4
2012,March,Citroen,313,2.4
2012,March,Suzuki,229,1.8
2012,March,Mazda,192,1.5
2012,March,Honda,161,1.2
2012,March,Land Rover,87,0.7
2012,March,Fiat,80,0.6
2012,March,MINI,65,0.5
2012,March,Renault,65,0.5
2012,March,Lexus,52,0.4
2012,March,Alfa Romeo,48,0.4
2012,March,Porsche,20,0.2
2012,March,Jeep,20,0.2
2012,March,Jaguar,17,0.1
2012,March,Ssangyong,5,0
2012,March,Smart,5,0
2012,March,Tesla,4,0
2012,March,Think,3,0
2012,March,Chevrolet,2,0
2012,March,Morgan,2,0
2012,March,Saab,1,0
2012,March,Ferrari,1,0
2012,April,Volkswagen,2107,19.4
2012,April,Toyota,1364,12.5
2012,April,Volvo,928,8.5
2012,April,Ford,741,6.8
2012,April,Audi,703,6.5
2012,April,Skoda,652,6
2012,April,BMW,625,5.7
2012,April,Nissan,436,4
2012,April,Mercedes-Benz,415,3.8
2012,April,Mitsubishi,396,3.6
2012,April,Hyundai,392,3.6
2012,April,Peugeot,391,3.6
2012,April,Kia,338,3.1
2012,April,Opel,301,2.8
2012,April,Citroen,204,1.9
2012,April,Mazda,183,1.7
2012,April,Subaru,174,1.6
2012,April,Suzuki,114,1
2012,April,Honda,84,0.8
2012,April,MINI,67,0.6
2012,April,Land Rover,65,0.6
2012,April,Fiat,47,0.4
2012,April,Lexus,39,0.4
2012,April,Renault,34,0.3
2012,April,Porsche,23,0.2
2012,April,Jeep,20,0.2
2012,April,Alfa Romeo,19,0.2
2012,April,Tesla,4,0
2012,April,Smart,3,0
2012,April,Think,2,0
2012,April,Ssangyong,1,0
2012,April,Morgan,1,0
2012,April,Aston Martin,1,0
2012,April,Dacia,1,0
2012,April,NA,1,0
2012,May,Volkswagen,1712,13.6
2012,May,Toyota,1508,12
2012,May,Volvo,1099,8.7
2012,May,Ford,1019,8.1
2012,May,Audi,825,6.5
2012,May,Hyundai,683,5.4
2012,May,BMW,670,5.3
2012,May,Peugeot,655,5.2
2012,May,Nissan,589,4.7
2012,May,Mitsubishi,477,3.8
2012,May,Skoda,469,3.7
2012,May,Kia,455,3.6
2012,May,Mercedes-Benz,449,3.6
2012,May,Citroen,338,2.7
2012,May,Subaru,321,2.5
2012,May,Opel,318,2.5
2012,May,Mazda,225,1.8
2012,May,Suzuki,198,1.6
2012,May,Honda,167,1.3
2012,May,MINI,103,0.8
2012,May,Land Rover,58,0.5
2012,May,Renault,57,0.5
2012,May,Lexus,52,0.4
2012,May,Fiat,51,0.4
2012,May,Porsche,32,0.3
2012,May,Jeep,29,0.2
2012,May,Alfa Romeo,27,0.2
2012,May,Smart,9,0.1
2012,May,Jaguar,3,0
2012,May,Tesla,3,0
2012,May,Ssangyong,2,0
2012,May,Chevrolet,2,0
2012,May,Saab,2,0
2012,May,Think,1,0
2012,May,Cadillac,1,0
2012,May,Fisker,1,0
2012,May,Iveco,1,0
2012,May,Westfield,1,0
2012,June,Volkswagen,1480,13.4
2012,June,Toyota,1264,11.4
2012,June,Ford,1120,10.1
2012,June,Volvo,890,8.1
2012,June,BMW,621,5.6
2012,June,Audi,578,5.2
2012,June,Skoda,573,5.2
2012,June,Hyundai,522,4.7
2012,June,Peugeot,516,4.7
2012,June,Nissan,477,4.3
2012,June,Kia,380,3.4
2012,June,Mercedes-Benz,355,3.2
2012,June,Citroen,347,3.1
2012,June,Mitsubishi,340,3.1
2012,June,Mazda,303,2.7
2012,June,Opel,292,2.6
2012,June,Subaru,274,2.5
2012,June,Honda,191,1.7
2012,June,Suzuki,137,1.2
2012,June,Renault,110,1
2012,June,MINI,56,0.5
2012,June,Land Rover,52,0.5
2012,June,Fiat,46,0.4
2012,June,Lexus,35,0.3
2012,June,Porsche,30,0.3
2012,June,Jeep,17,0.2
2012,June,Alfa Romeo,16,0.1
2012,June,Tesla,5,0
2012,June,Jaguar,4,0
2012,June,Smart,4,0
2012,June,Ssangyong,4,0
2012,June,Chevrolet,2,0
2012,June,Fisker,2,0
2012,June,Nilsson,2,0
2012,June,Think,1,0
2012,June,Saab,1,0
2012,June,Ferrari,1,0
2012,June,Morgan,1,0
2012,June,Dacia,1,0
2012,June,Iveco,1,0
2012,June,NA,1,0
2012,June,Isuzu,1,0
2012,July,Volkswagen,2031,17
2012,July,Toyota,1342,11.3
2012,July,Volvo,917,7.7
2012,July,Ford,841,7.1
2012,July,Audi,836,7
2012,July,Skoda,781,6.6
2012,July,Nissan,595,5
2012,July,BMW,537,4.5
2012,July,Peugeot,512,4.3
2012,July,Hyundai,478,4
2012,July,Kia,404,3.4
2012,July,Mercedes-Benz,380,3.2
2012,July,Mitsubishi,374,3.1
2012,July,Subaru,371,3.1
2012,July,Mazda,319,2.7
2012,July,Opel,316,2.7
2012,July,Citroen,286,2.4
2012,July,Suzuki,135,1.1
2012,July,Honda,105,0.9
2012,July,Fiat,68,0.6
2012,July,Renault,66,0.6
2012,July,Land Rover,47,0.4
2012,July,MINI,46,0.4
2012,July,Lexus,44,0.4
2012,July,Porsche,38,0.3
2012,July,Alfa Romeo,17,0.1
2012,July,Jeep,15,0.1
2012,July,Ssangyong,5,0
2012,July,Tesla,3,0
2012,July,Saab,2,0
2012,July,Isuzu,2,0
2012,July,Jaguar,1,0
2012,July,Smart,1,0
2012,July,Chevrolet,1,0
2012,July,Think,1,0
2012,July,Fisker,1,0
2012,July,Aston Martin,1,0
2012,July,NA,1,0
2012,August,Volkswagen,1873,15.9
2012,August,Toyota,1547,13.1
2012,August,Ford,911,7.7
2012,August,Audi,767,6.5
2012,August,Peugeot,657,5.6
2012,August,Skoda,643,5.5
2012,August,Volvo,609,5.2
2012,August,BMW,579,4.9
2012,August,Nissan,553,4.7
2012,August,Kia,464,3.9
2012,August,Mercedes-Benz,457,3.9
2012,August,Hyundai,432,3.7
2012,August,Subaru,361,3.1
2012,August,Citroen,348,3
2012,August,Mitsubishi,341,2.9
2012,August,Opel,266,2.3
2012,August,Mazda,248,2.1
2012,August,Suzuki,164,1.4
2012,August,Honda,162,1.4
2012,August,Fiat,69,0.6
2012,August,MINI,61,0.5
2012,August,Renault,59,0.5
2012,August,Land Rover,49,0.4
2012,August,Lexus,42,0.4
2012,August,Alfa Romeo,39,0.3
2012,August,Porsche,34,0.3
2012,August,Jeep,21,0.2
2012,August,Smart,9,0.1
2012,August,Think,5,0
2012,August,Mia,5,0
2012,August,Jaguar,4,0
2012,August,Tesla,3,0
2012,August,Ssangyong,2,0
2012,August,Chevrolet,1,0
2012,August,Saab,1,0
2012,August,Bentley,1,0
2012,August,Dodge,1,0
2012,August,McLaren,1,0
2012,August,Seat,1,0
2012,September,Volkswagen,1445,13
2012,September,Toyota,1387,12.5
2012,September,Volvo,945,8.5
2012,September,Ford,930,8.4
2012,September,Audi,578,5.2
2012,September,Nissan,575,5.2
2012,September,BMW,572,5.1
2012,September,Mercedes-Benz,501,4.5
2012,September,Peugeot,490,4.4
2012,September,Kia,471,4.2
2012,September,Skoda,463,4.2
2012,September,Mitsubishi,429,3.9
2012,September,Subaru,400,3.6
2012,September,Hyundai,399,3.6
2012,September,Citroen,389,3.5
2012,September,Mazda,319,2.9
2012,September,Opel,299,2.7
2012,September,Suzuki,176,1.6
2012,September,Honda,117,1.1
2012,September,MINI,61,0.5
2012,September,Fiat,47,0.4
2012,September,Renault,30,0.3
2012,September,Lexus,25,0.2
2012,September,Alfa Romeo,24,0.2
2012,September,Porsche,16,0.1
2012,September,Land Rover,15,0.1
2012,September,Jeep,11,0.1
2012,September,Smart,5,0
2012,September,Ssangyong,4,0
2012,September,Tesla,3,0
2012,September,Think,3,0
2012,September,Chevrolet US,2,0
2012,September,Chevrolet,1,0
2012,September,Aston Martin,1,0
2012,September,Nilsson,1,0
2012,October,Volkswagen,1848,14.9
2012,October,Toyota,1640,13.2
2012,October,Ford,1017,8.2
2012,October,Volvo,969,7.8
2012,October,BMW,686,5.5
2012,October,Peugeot,669,5.4
2012,October,Audi,654,5.3
2012,October,Skoda,611,4.9
2012,October,Nissan,599,4.8
2012,October,Mercedes-Benz,466,3.8
2012,October,Kia,458,3.7
2012,October,Hyundai,432,3.5
2012,October,Mitsubishi,381,3.1
2012,October,Mazda,341,2.7
2012,October,Subaru,334,2.7
2012,October,Opel,319,2.6
2012,October,Citroen,280,2.3
2012,October,Suzuki,176,1.4
2012,October,Honda,143,1.2
2012,October,MINI,98,0.8
2012,October,Fiat,57,0.5
2012,October,Renault,56,0.5
2012,October,Land Rover,39,0.3
2012,October,Lexus,39,0.3
2012,October,Porsche,31,0.2
2012,October,Alfa Romeo,27,0.2
2012,October,Jeep,24,0.2
2012,October,Chevrolet,4,0
2012,October,Smart,3,0
2012,October,Tesla,3,0
2012,October,Jaguar,2,0
2012,October,Ssangyong,2,0
2012,October,Mia,2,0
2012,October,Morgan,1,0
2012,October,Nilsson,1,0
2012,October,Bentley,1,0
2012,November,Volkswagen,2064,17.2
2012,November,Toyota,1380,11.5
2012,November,Volvo,1090,9.1
2012,November,Ford,741,6.2
2012,November,Audi,702,5.9
2012,November,BMW,640,5.3
2012,November,Nissan,567,4.7
2012,November,Kia,560,4.7
2012,November,Peugeot,539,4.5
2012,November,Mercedes-Benz,523,4.4
2012,November,Skoda,517,4.3
2012,November,Mitsubishi,396,3.3
2012,November,Hyundai,371,3.1
2012,November,Opel,323,2.7
2012,November,Subaru,305,2.5
2012,November,Citroen,282,2.4
2012,November,Mazda,261,2.2
2012,November,Suzuki,207,1.7
2012,November,Honda,205,1.7
2012,November,MINI,77,0.6
2012,November,Fiat,55,0.5
2012,November,Chevrolet,39,0.3
2012,November,Renault,34,0.3
2012,November,Land Rover,33,0.3
2012,November,Lexus,24,0.2
2012,November,Porsche,19,0.2
2012,November,Alfa Romeo,13,0.1
2012,November,Jeep,7,0.1
2012,November,Jaguar,6,0.1
2012,November,Fisker,2,0
2012,November,Ssangyong,1,0
2012,November,Saab,1,0
2012,November,Cadillac,1,0
2012,November,Seat,1,0
2012,December,Volkswagen,1378,14.7
2012,December,Volvo,1265,13.5
2012,December,Toyota,784,8.4
2012,December,Ford,742,7.9
2012,December,Mercedes-Benz,662,7.1
2012,December,Skoda,580,6.2
2012,December,Audi,501,5.3
2012,December,Hyundai,449,4.8
2012,December,BMW,404,4.3
2012,December,Nissan,311,3.3
2012,December,Mitsubishi,308,3.3
2012,December,Peugeot,276,2.9
2012,December,Mazda,270,2.9
2012,December,Kia,250,2.7
2012,December,Citroen,226,2.4
2012,December,Subaru,224,2.4
2012,December,Honda,193,2.1
2012,December,Opel,158,1.7
2012,December,Suzuki,103,1.1
2012,December,Land Rover,70,0.7
2012,December,MINI,59,0.6
2012,December,Renault,45,0.5
2012,December,Fiat,24,0.3
2012,December,Chevrolet,22,0.2
2012,December,Porsche,19,0.2
2012,December,Lexus,14,0.1
2012,December,Alfa Romeo,6,0.1
2012,December,Jaguar,6,0.1
2012,December,Jeep,5,0.1
2012,December,Smart,3,0
2012,December,Ssangyong,3,0
2012,December,Dacia,3,0
2012,December,Tesla,2,0
2012,December,Think,1,0
2012,December,Mia,1,0
2012,December,Cadillac,1,0
2012,December,Binz,1,0
2013,January,Volkswagen,1680,14.4
2013,January,Toyota,1287,11.1
2013,January,Volvo,857,7.4
2013,January,Ford,679,5.8
2013,January,BMW,652,5.6
2013,January,Mazda,646,5.6
2013,January,Peugeot,639,5.5
2013,January,Nissan,626,5.4
2013,January,Mitsubishi,601,5.2
2013,January,Audi,597,5.1
2013,January,Mercedes-Benz,485,4.2
2013,January,Kia,444,3.8
2013,January,Opel,397,3.4
2013,January,Skoda,388,3.3
2013,January,Hyundai,321,2.8
2013,January,Citroen,274,2.4
2013,January,Honda,242,2.1
2013,January,Subaru,238,2
2013,January,Suzuki,176,1.5
2013,January,MINI,86,0.7
2013,January,Renault,57,0.5
2013,January,Land Rover,45,0.4
2013,January,Lexus,44,0.4
2013,January,Chevrolet,40,0.3
2013,January,Porsche,34,0.3
2013,January,Fiat,29,0.2
2013,January,Dacia,28,0.2
2013,January,Alfa Romeo,17,0.1
2013,January,Jaguar,14,0.1
2013,January,Jeep,11,0.1
2013,January,Nilsson,2,0
2013,January,Smart,1,0
2013,January,Ssangyong,1,0
2013,January,Think,1,0
2013,Februray,Volkswagen,1592,14.1
2013,Februray,Toyota,1500,13.2
2013,Februray,Volvo,826,7.3
2013,Februray,Ford,800,7.1
2013,Februray,Audi,641,5.7
2013,Februray,Mazda,604,5.3
2013,Februray,Mercedes-Benz,563,5
2013,Februray,Nissan,560,4.9
2013,Februray,BMW,533,4.7
2013,Februray,Skoda,481,4.2
2013,Februray,Peugeot,448,4
2013,Februray,Kia,441,3.9
2013,Februray,Mitsubishi,428,3.8
2013,Februray,Honda,332,2.9
2013,Februray,Hyundai,309,2.7
2013,Februray,Opel,308,2.7
2013,Februray,Subaru,270,2.4
2013,Februray,Citroen,199,1.8
2013,Februray,Suzuki,154,1.4
2013,Februray,Fiat,56,0.5
2013,Februray,MINI,54,0.5
2013,Februray,Land Rover,53,0.5
2013,Februray,Lexus,37,0.3
2013,Februray,Renault,32,0.3
2013,Februray,Chevrolet,30,0.3
2013,Februray,Dacia,23,0.2
2013,Februray,Porsche,20,0.2
2013,Februray,Alfa Romeo,7,0.1
2013,Februray,Jeep,7,0.1
2013,Februray,Jaguar,3,0
2013,Februray,Ssangyong,3,0
2013,Februray,Mia,3,0
2013,Februray,Think,1,0
2013,Februray,Aston Martin,1,0
2013,Februray,Bentley,1,0
2013,Februray,Fisker,1,0
2013,Februray,Saab,1,0
2013,March,Volkswagen,1440,13.4
2013,March,Toyota,1301,12.1
2013,March,Volvo,826,7.7
2013,March,Ford,666,6.2
2013,March,Nissan,620,5.8
2013,March,Mazda,594,5.5
2013,March,Audi,488,4.5
2013,March,Mitsubishi,488,4.5
2013,March,Skoda,484,4.5
2013,March,BMW,473,4.4
2013,March,Hyundai,469,4.4
2013,March,Mercedes-Benz,460,4.3
2013,March,Peugeot,390,3.6
2013,March,Opel,377,3.5
2013,March,Kia,341,3.2
2013,March,Honda,298,2.8
2013,March,Subaru,284,2.6
2013,March,Citroen,187,1.7
2013,March,Suzuki,169,1.6
2013,March,Land Rover,82,0.8
2013,March,MINI,59,0.5
2013,March,Renault,56,0.5
2013,March,Fiat,47,0.4
2013,March,Lexus,31,0.3
2013,March,Chevrolet,28,0.3
2013,March,Porsche,24,0.2
2013,March,Dacia,18,0.2
2013,March,Alfa Romeo,9,0.1
2013,March,Jaguar,7,0.1
2013,March,Smart,7,0.1
2013,March,Ssangyong,5,0
2013,March,Jeep,4,0
2013,March,Nilsson,2,0
2013,March,Tesla,1,0
2013,April,Volkswagen,2200,15.7
2013,April,Toyota,1645,11.8
2013,April,Volvo,1060,7.6
2013,April,Audi,987,7.1
2013,April,Ford,950,6.8
2013,April,Nissan,814,5.8
2013,April,Mercedes-Benz,705,5
2013,April,Mitsubishi,648,4.6
2013,April,BMW,646,4.6
2013,April,Skoda,625,4.5
2013,April,Opel,463,3.3
2013,April,Hyundai,454,3.2
2013,April,Peugeot,444,3.2
2013,April,Kia,444,3.2
2013,April,Mazda,414,3
2013,April,Subaru,325,2.3
2013,April,Citroen,279,2
2013,April,Honda,250,1.8
2013,April,Suzuki,163,1.2
2013,April,MINI,95,0.7
2013,April,Renault,80,0.6
2013,April,Fiat,77,0.6
2013,April,Porsche,49,0.4
2013,April,Lexus,40,0.3
2013,April,Chevrolet,35,0.3
2013,April,Land Rover,29,0.2
2013,April,Dacia,25,0.2
2013,April,Alfa Romeo,13,0.1
2013,April,Jaguar,10,0.1
2013,April,Jeep,7,0.1
2013,April,Smart,3,0
2013,April,Ssangyong,2,0
2013,April,Cadillac,2,0
2013,April,Morgan,2,0
2013,April,Think,1,0
2013,April,Aston Martin,1,0
2013,April,Tesla,1,0
2013,May,Toyota,1635,13.6
2013,May,Volkswagen,1351,11.2
2013,May,Ford,1010,8.4
2013,May,Volvo,938,7.8
2013,May,Audi,699,5.8
2013,May,BMW,662,5.5
2013,May,Nissan,645,5.4
2013,May,Mitsubishi,616,5.1
2013,May,Mercedes-Benz,592,4.9
2013,May,Peugeot,491,4.1
2013,May,Hyundai,468,3.9
2013,May,Skoda,464,3.9
2013,May,Kia,409,3.4
2013,May,Opel,372,3.1
2013,May,Mazda,338,2.8
2013,May,Subaru,300,2.5
2013,May,Honda,230,1.9
2013,May,Citroen,224,1.9
2013,May,Suzuki,152,1.3
2013,May,MINI,97,0.8
2013,May,Fiat,79,0.7
2013,May,Renault,73,0.6
2013,May,Land Rover,36,0.3
2013,May,Lexus,34,0.3
2013,May,Chevrolet,26,0.2
2013,May,Porsche,25,0.2
2013,May,Dacia,15,0.1
2013,May,Alfa Romeo,10,0.1
2013,May,Jaguar,7,0.1
2013,May,Jeep,7,0.1
2013,May,Ssangyong,3,0
2013,May,Smart,1,0
2013,May,Nilsson,1,0
2013,May,Saab,1,0
2013,May,Dodge,1,0
2013,June,Volkswagen,1482,13.5
2013,June,Toyota,1450,13.2
2013,June,Ford,1084,9.9
2013,June,Volvo,692,6.3
2013,June,Nissan,633,5.8
2013,June,Audi,579,5.3
2013,June,Mitsubishi,539,4.9
2013,June,BMW,494,4.5
2013,June,Hyundai,484,4.4
2013,June,Mazda,465,4.2
2013,June,Skoda,434,4
2013,June,Peugeot,371,3.4
2013,June,Kia,348,3.2
2013,June,Mercedes-Benz,339,3.1
2013,June,Subaru,281,2.6
2013,June,Citroen,250,2.3
2013,June,Opel,245,2.2
2013,June,Honda,223,2
2013,June,Suzuki,148,1.4
2013,June,Fiat,97,0.9
2013,June,MINI,72,0.7
2013,June,Chevrolet,67,0.6
2013,June,Renault,44,0.4
2013,June,Lexus,35,0.3
2013,June,Land Rover,29,0.3
2013,June,Alfa Romeo,21,0.2
2013,June,Porsche,17,0.2
2013,June,Dacia,12,0.1
2013,June,Jaguar,4,0
2013,June,Nilsson,4,0
2013,June,Jeep,2,0
2013,June,Ssangyong,1,0
2013,June,Smart,1,0
2013,June,Think,1,0
2013,July,Toyota,1627,14.4
2013,July,Volkswagen,1556,13.8
2013,July,Volvo,901,8
2013,July,Ford,825,7.3
2013,July,Audi,687,6.1
2013,July,Nissan,648,5.7
2013,July,Mazda,644,5.7
2013,July,BMW,513,4.5
2013,July,Skoda,502,4.4
2013,July,Mitsubishi,455,4
2013,July,Mercedes-Benz,418,3.7
2013,July,Kia,413,3.7
2013,July,Peugeot,361,3.2
2013,July,Hyundai,344,3
2013,July,Subaru,301,2.7
2013,July,Opel,220,1.9
2013,July,Citroen,212,1.9
2013,July,Honda,121,1.1
2013,July,Suzuki,114,1
2013,July,Renault,91,0.8
2013,July,MINI,79,0.7
2013,July,Chevrolet,54,0.5
2013,July,Lexus,53,0.5
2013,July,Fiat,52,0.5
2013,July,Porsche,43,0.4
2013,July,Land Rover,26,0.2
2013,July,Alfa Romeo,18,0.2
2013,July,Dacia,14,0.1
2013,July,Jeep,5,0
2013,July,Tesla,5,0
2013,July,Jaguar,3,0
2013,July,Smart,3,0
2013,July,Morgan,2,0
2013,July,Ssangyong,1,0
2013,July,Aston Martin,1,0
2013,August,Toyota,1666,14.3
2013,August,Volkswagen,1551,13.3
2013,August,Ford,897,7.7
2013,August,Nissan,725,6.2
2013,August,Audi,645,5.5
2013,August,Mazda,628,5.4
2013,August,BMW,620,5.3
2013,August,Volvo,581,5
2013,August,Peugeot,563,4.8
2013,August,Skoda,543,4.7
2013,August,Mercedes-Benz,513,4.4
2013,August,Kia,402,3.4
2013,August,Mitsubishi,387,3.3
2013,August,Hyundai,343,2.9
2013,August,Opel,238,2
2013,August,Subaru,208,1.8
2013,August,Tesla,185,1.6
2013,August,Honda,182,1.6
2013,August,Citroen,165,1.4
2013,August,Suzuki,122,1
2013,August,Renault,119,1
2013,August,MINI,88,0.8
2013,August,Lexus,69,0.6
2013,August,Chevrolet,64,0.5
2013,August,Fiat,51,0.4
2013,August,Porsche,34,0.3
2013,August,Land Rover,28,0.2
2013,August,Alfa Romeo,21,0.2
2013,August,Dacia,13,0.1
2013,August,Jeep,4,0
2013,August,Jaguar,3,0
2013,August,Smart,1,0
2013,August,Ssangyong,1,0
2013,September,Toyota,1548,12.7
2013,September,Volkswagen,1512,12.4
2013,September,Volvo,1098,9
2013,September,Ford,733,6
2013,September,BMW,681,5.6
2013,September,Skoda,679,5.6
2013,September,Tesla,616,5.1
2013,September,Nissan,615,5.1
2013,September,Mazda,584,4.8
2013,September,Audi,554,4.6
2013,September,Kia,480,3.9
2013,September,Mitsubishi,418,3.4
2013,September,Mercedes-Benz,415,3.4
2013,September,Peugeot,402,3.3
2013,September,Hyundai,337,2.8
2013,September,Subaru,265,2.2
2013,September,Opel,250,2.1
2013,September,Suzuki,199,1.6
2013,September,Honda,196,1.6
2013,September,Citroen,181,1.5
2013,September,Land Rover,73,0.6
2013,September,MINI,68,0.6
2013,September,Renault,62,0.5
2013,September,Chevrolet,60,0.5
2013,September,Lexus,47,0.4
2013,September,Fiat,42,0.3
2013,September,Porsche,17,0.1
2013,September,Alfa Romeo,11,0.1
2013,September,Dacia,10,0.1
2013,September,Smart,5,0
2013,September,Jeep,4,0
2013,September,Mia,2,0
2013,September,Jaguar,1,0
2013,September,Ssangyong,1,0
2013,September,Tazzari,1,0
2013,September,NA,1,0
2013,October,Toyota,1890,14.7
2013,October,Volkswagen,1550,12
2013,October,Volvo,1147,8.9
2013,October,Nissan,1075,8.3
2013,October,Ford,864,6.7
2013,October,Skoda,773,6
2013,October,Audi,664,5.2
2013,October,BMW,579,4.5
2013,October,Peugeot,463,3.6
2013,October,Kia,459,3.6
2013,October,Mazda,449,3.5
2013,October,Mercedes-Benz,444,3.4
2013,October,Mitsubishi,401,3.1
2013,October,Suzuki,380,2.9
2013,October,Hyundai,303,2.4
2013,October,Subaru,285,2.2
2013,October,Opel,202,1.6
2013,October,Citroen,180,1.4
2013,October,Honda,171,1.3
2013,October,MINI,120,0.9
2013,October,Renault,109,0.8
2013,October,Tesla,98,0.8
2013,October,Lexus,68,0.5
2013,October,Chevrolet,55,0.4
2013,October,Land Rover,53,0.4
2013,October,Fiat,35,0.3
2013,October,Porsche,20,0.2
2013,October,Alfa Romeo,17,0.1
2013,October,Jeep,13,0.1
2013,October,Dacia,10,0.1
2013,October,Jaguar,8,0.1
2013,October,Smart,4,0
2013,October,Ssangyong,3,0
2013,October,Bentley,1,0
2013,November,Volkswagen,1735,14.4
2013,November,Toyota,1454,12
2013,November,Volvo,1053,8.7
2013,November,Skoda,789,6.5
2013,November,Ford,733,6.1
2013,November,Nissan,729,6
2013,November,BMW,586,4.9
2013,November,Tesla,527,4.4
2013,November,Audi,495,4.1
2013,November,Mercedes-Benz,494,4.1
2013,November,Kia,478,4
2013,November,Mazda,455,3.8
2013,November,Peugeot,436,3.6
2013,November,Mitsubishi,378,3.1
2013,November,Suzuki,272,2.3
2013,November,Subaru,236,2
2013,November,Hyundai,211,1.7
2013,November,Opel,208,1.7
2013,November,Honda,189,1.6
2013,November,Citroen,181,1.5
2013,November,MINI,108,0.9
2013,November,Renault,93,0.8
2013,November,Lexus,54,0.4
2013,November,Land Rover,52,0.4
2013,November,Chevrolet,48,0.4
2013,November,Fiat,36,0.3
2013,November,Porsche,18,0.1
2013,November,Jeep,12,0.1
2013,November,Alfa Romeo,6,0
2013,November,Dacia,5,0
2013,November,Think,4,0
2013,November,Jaguar,1,0
2013,November,Ssangyong,1,0
2013,November,Maserati,1,0
2013,November,Seat,1,0
2013,December,Volvo,1884,16.5
2013,December,Volkswagen,1481,13
2013,December,Toyota,906,8
2013,December,Skoda,786,6.9
2013,December,Ford,756,6.6
2013,December,Mercedes-Benz,663,5.8
2013,December,Tesla,553,4.9
2013,December,Nissan,512,4.5
2013,December,Audi,475,4.2
2013,December,BMW,437,3.8
2013,December,Mitsubishi,376,3.3
2013,December,Kia,376,3.3
2013,December,Opel,334,2.9
2013,December,Mazda,288,2.5
2013,December,Suzuki,270,2.4
2013,December,Peugeot,251,2.2
2013,December,Subaru,240,2.1
2013,December,Honda,221,1.9
2013,December,Hyundai,142,1.2
2013,December,Citroen,134,1.2
2013,December,Renault,73,0.6
2013,December,MINI,57,0.5
2013,December,Land Rover,56,0.5
2013,December,Fiat,36,0.3
2013,December,Chevrolet,32,0.3
2013,December,Dacia,16,0.1
2013,December,Lexus,13,0.1
2013,December,Porsche,9,0.1
2013,December,Jeep,6,0.1
2013,December,Alfa Romeo,5,0
2013,December,Smart,3,0
2013,December,Jaguar,2,0
2013,December,Ssangyong,1,0
2013,December,Binz,1,0
2014,January,Toyota,1501,13.2
2014,January,Volkswagen,1360,11.9
2014,January,BMW,919,8.1
2014,January,Nissan,872,7.7
2014,January,Peugeot,661,5.8
2014,January,Volvo,654,5.7
2014,January,Audi,633,5.6
2014,January,Mazda,610,5.4
2014,January,Ford,601,5.3
2014,January,Mercedes-Benz,531,4.7
2014,January,Skoda,521,4.6
2014,January,Suzuki,401,3.5
2014,January,Mitsubishi,389,3.4
2014,January,Opel,263,2.3
2014,January,Kia,236,2.1
2014,January,Hyundai,217,1.9
2014,January,Citroen,187,1.6
2014,January,Subaru,187,1.6
2014,January,Tesla,132,1.2
2014,January,Honda,91,0.8
2014,January,Land Rover,79,0.7
2014,January,Renault,74,0.6
2014,January,Lexus,66,0.6
2014,January,MINI,66,0.6
2014,January,Chevrolet,47,0.4
2014,January,Fiat,31,0.3
2014,January,Porsche,26,0.2
2014,January,Jaguar,9,0.1
2014,January,Dacia,7,0.1
2014,January,Jeep,7,0.1
2014,January,Alfa Romeo,5,0
2014,January,Smart,2,0
2014,Februray,Volkswagen,1379,12.3
2014,Februray,Toyota,1352,12
